user_id,algorithm_orig,news_id,old_rank,rating,score_orig,algorithm_new,new_rank,score_new,algorithm,ranking_difference,base_algorithm
10,B1-STATE_ART,1369007428696743936,1,5,-0.06514007578311623,B1-STATE_ART-SCSA_PLUS_V3,4,0.9191013736147325,B1-STATE_ART,-3,B1
10,B1-STATE_ART,1368550065502121985,2,5,-0.07820800135691003,B1-STATE_ART-SCSA_PLUS_V3,1,3.5111343174847853,B1-STATE_ART,1,B1
10,B1-STATE_ART,1368982192194519043,3,4,-0.11137224258701735,B1-STATE_ART-SCSA_PLUS_V3,8,-0.5012378444898195,B1-STATE_ART,-5,B1
10,B1-STATE_ART,1368645394348077067,4,5,-0.11987181661684652,B1-STATE_ART-SCSA_PLUS_V3,5,0.21469910531056813,B1-STATE_ART,-1,B1
10,B1-STATE_ART,1369382325633638404,5,5,-0.12390179134248447,B1-STATE_ART-SCSA_PLUS_V3,7,-0.34065313445191514,B1-STATE_ART,-2,B1
10,B1-STATE_ART,1369259792892633089,6,5,-0.13659669747881586,B1-STATE_ART-SCSA_PLUS_V3,10,-2.008691704755319,B1-STATE_ART,-4,B1
10,B1-STATE_ART,1368157353695121412,7,5,-0.1423230193109685,B1-STATE_ART-SCSA_PLUS_V3,6,-0.28467870151674707,B1-STATE_ART,1,B1
10,B1-STATE_ART,1368173264602869761,8,5,-0.15228523085593468,B1-STATE_ART-SCSA_PLUS_V3,9,-0.9214002105519346,B1-STATE_ART,-1,B1
10,B1-STATE_ART,1368317364287180801,9,5,-0.15892975615049776,B1-STATE_ART-SCSA_PLUS_V3,2,3.372929157843156,B1-STATE_ART,7,B1
10,B1-STATE_ART,1368241591299760129,10,5,-0.16173498876759054,B1-STATE_ART-SCSA_PLUS_V3,3,0.9194908069062582,B1-STATE_ART,7,B1
11,B1-STATE_ART,1338944728969035776,1,1,2.8290470546723885,B1-STATE_ART-SCSA_PLUS_V3,1,8.347835854913901,B1-STATE_ART,0,B1
11,B1-STATE_ART,1360046105170485249,2,3,2.155131534700637,B1-STATE_ART-SCSA_PLUS_V3,3,3.6267377043973523,B1-STATE_ART,-1,B1
11,B1-STATE_ART,1368703131652005888,3,2,1.6852254812758782,B1-STATE_ART-SCSA_PLUS_V3,2,5.997016009862429,B1-STATE_ART,1,B1
11,B1-STATE_ART,1360638198573981696,4,1,0.21530071809103263,B1-STATE_ART-SCSA_PLUS_V3,4,1.4013921108236589,B1-STATE_ART,0,B1
11,B1-STATE_ART,1327659608903733249,5,5,0.1824647101351958,B1-STATE_ART-SCSA_PLUS_V3,6,0.916947969210367,B1-STATE_ART,-1,B1
11,B1-STATE_ART,1354547483083329538,6,2,0.12348413678311981,B1-STATE_ART-SCSA_PLUS_V3,5,1.158327336507613,B1-STATE_ART,1,B1
11,B1-STATE_ART,1366833859829108738,7,5,0.03796971517522597,B1-STATE_ART-SCSA_PLUS_V3,8,0.38081330655002055,B1-STATE_ART,-1,B1
11,B1-STATE_ART,1309555054295355394,8,5,-0.01381383783944067,B1-STATE_ART-SCSA_PLUS_V3,7,0.5368930676645526,B1-STATE_ART,1,B1
11,B1-STATE_ART,1269640838205902849,9,3,-0.0734685076640909,B1-STATE_ART-SCSA_PLUS_V3,10,-1.226795167460646,B1-STATE_ART,-1,B1
11,B1-STATE_ART,1366208806535892995,10,5,-0.12433690103121174,B1-STATE_ART-SCSA_PLUS_V3,9,-0.06491412132525541,B1-STATE_ART,1,B1
12,B1-STATE_ART,1321919226341306368,1,5,4.076477753151286,B1-STATE_ART-SCSA_PLUS_V3,1,6.602674005668622,B1-STATE_ART,0,B1
12,B1-STATE_ART,1272637078401097731,2,5,0.5817055126693078,B1-STATE_ART-SCSA_PLUS_V3,7,-0.019079609741875597,B1-STATE_ART,-5,B1
12,B1-STATE_ART,1343974143646044160,3,5,0.05826055247479156,B1-STATE_ART-SCSA_PLUS_V3,2,2.917138464341229,B1-STATE_ART,1,B1
12,B1-STATE_ART,1359318229735251977,4,3,-0.0516311768173564,B1-STATE_ART-SCSA_PLUS_V3,8,-0.06169220645818006,B1-STATE_ART,-4,B1
12,B1-STATE_ART,1365155419564351490,5,5,-0.11950682535485929,B1-STATE_ART-SCSA_PLUS_V3,6,-0.014646526041466504,B1-STATE_ART,-1,B1
12,B1-STATE_ART,1366804263385501696,6,5,-0.13946947483716982,B1-STATE_ART-SCSA_PLUS_V3,9,-0.1299022928383061,B1-STATE_ART,-3,B1
12,B1-STATE_ART,1361396964227772419,7,5,-0.15998849375189347,B1-STATE_ART-SCSA_PLUS_V3,3,2.481915754510287,B1-STATE_ART,4,B1
12,B1-STATE_ART,1365372438578667526,8,2,-0.16103418172620235,B1-STATE_ART-SCSA_PLUS_V3,4,0.60999118678011,B1-STATE_ART,4,B1
