source_type,source_id,mentioned_user_id
news,1355167587638906880,3286004797
news,1294010972055592962,14055301
news,1294010972055592962,16043238
news,1294010972055592962,1250391570110709762
news,1353502767352926208,757660068489924608
news,1353502767352926208,3286004797
news,1337463904566456320,40981798
news,1331744604891344896,80144576
news,1331744604891344896,1183816599595298816
news,1358843515149504514,304533565
news,1358843515149504514,1196097742478757893
news,1367244704526393349,14366976
news,1365376371376205838,14115912
news,1368969473651261440,23409407
news,1368969473651261440,4885952657
news,1369087867939659782,425871040
news,1368487188724350976,1552819440
news,1368501683219693570,727759996822392832
news,1368501683219693570,256551011
news,1368632782042333188,869855519435091968
news,1368632782042333188,1026469052515065856
news,1368519774955798529,493278212
news,1367462925250818061,793861356
news,1367462925250818061,543582873
news,1367462925250818061,61288678
news,1367462925250818061,22185437
news,1337318168277241857,534903006
news,1337318168277241857,1171755060
news,1337318168277241857,805433768915959808
news,1369337343270862853,23421193
news,1336596712857743361,1282422679237271553
news,1336596712857743361,44099213
news,1336596712857743361,1262507858605805569
news,1368703131652005888,17243213
news,1349748316901310464,30354991
news,1349748316901310464,1333168873860984832
news,1349748316901310464,939091
news,1369095591607865347,28208983
news,1369095591607865347,14920785
news,1369095591607865347,4194500772
news,1363673526096470017,17074714
news,1365178104310763520,97737655
news,1365178104310763520,21771224
news,1318996052049973248,849722985153912832
news,1363674987626856448,1334734095616626690
news,1334706123971162115,205302299
news,1334706123971162115,879771304316071938
news,1334724211689074688,33990291
news,1334724211689074688,19248106
news,1290389884927000582,1116089461480153088
news,1316909183225286657,704881118000971777
news,1350483251291451392,67220892
news,1334726779903168512,725361022303883265
news,1334711453211889665,33990291
news,1334711453211889665,19248106
news,1331741612402237443,80144576
news,1331741612402237443,1088210252464570368
news,1358843677582401536,950763348
news,1290659734639521798,302068984
news,1290659734639521798,32508937
news,1290659734639521798,30409468
news,1290659734639521798,155128025
news,1275492317013479424,3147892626
news,1275492317013479424,40101983
news,1275492317013479424,53919756
news,1263620338790944769,15429316
news,1338573100921794560,309870370
news,1333878541398798338,341142617
news,1330972658612150272,19507251
news,1182112257708306433,128418853
news,1182112257708306433,18829050
news,1182112257708306433,108314159
news,1359597695548153864,189258194
news,1359597695548153864,140943126
news,1359597695548153864,270193608
news,1364683920965578753,15339207
news,1364683920965578753,1172526179175358466
news,1364683920965578753,1003006213800394753
news,1364683920965578753,2679055230
news,1364683920965578753,30745797
news,1365320876510560258,429754799
news,1365320876510560258,19429176
news,1338584496489172992,25518162
news,1338584496489172992,18690565
news,1336059119174897665,79923701
news,1336059119174897665,2302481323
news,1336059119174897665,2580672806
news,1336059119174897665,600402500
news,1336059119174897665,26127836
news,1366561763962073092,15339207
news,1366561763962073092,1172526179175358466
news,1366561763962073092,55365711
news,1366561763962073092,26672310
news,1366561763962073092,526316060
news,1366561763962073092,30745797
news,1362872757109809152,17354377
news,1362872757109809152,16879416
news,1360346403873181707,19429176
news,1333873034114064385,3227527560
news,1333873034114064385,16458319
news,1333873034114064385,10228272
news,1333873034114064385,1314686071960154114
news,1333873034114064385,248965136
news,1366115959623331844,15339207
news,1366115959623331844,1172526179175358466
news,1366115959623331844,55365711
news,1366115959623331844,2679055230
news,1366115959623331844,30745797
news,1362069293790162946,574631672
news,1362069293790162946,75932644
news,1362069293790162946,386021243
news,1362069293790162946,423211359
news,1364624807220948994,15339207
news,1364624807220948994,1172526179175358466
news,1364624807220948994,55365711
news,1364624807220948994,2679055230
news,1364624807220948994,30745797
news,1343729046891347968,325306055
news,1343729046891347968,29860364
news,1343729046891347968,899733078641225728
news,1321455751567532032,880552945430831104
news,1321455751567532032,728020310964895744
news,1321455751567532032,17230018
news,1347619092417548288,886959980254871552
news,1368241591299760129,713287663483224064
news,1368241591299760129,1324006941060964353
news,1369259792892633089,620398542
news,1337102280059834370,61559439
news,1337102280059834370,14861876
news,1352017720578105346,232552469
news,1330948472992776193,46423291
news,1330948472992776193,290097288
news,1360638198573981696,1116089461480153088
news,1360638198573981696,46186400
news,1360638198573981696,23760251
news,1360638198573981696,545087869
news,1367946423736537089,204995942
news,1338944728969035776,16573941
news,1366208806535892995,1088037493
news,1366208806535892995,17399269
news,1364598637163126785,612473
news,1354547483083329538,15485441
news,1354547483083329538,19777398
news,1333406580927303682,72387047
news,1333406580927303682,31299618
news,1333406580927303682,263481817
news,1333406580927303682,45788610
