DiversityScore,SentimentScore,SocialCapitalScore,ReplyCount,RecencyScore,AuthorId,Domains,QuoteCount,RetweetCount,Tokens,Entities,EngagementScore,Urls,ContextScore,LikeCount,ImpressionCount,Id,CreatedAt,Hashtags,Mentions
1,-0.13101491332054138,301.14131625230647,72,0.5596309723759368,759251,{'Notícias'},9,64,"{'crossways', 'bathroom', 'betray', 'democrat', 'approximately', 'substantiate', 'figuratively', 'literally'}",{'Do Mundo'},464,{'https://t.co/qha8qarama'},0.10689906168226405,319,0,1369503478880612357,2021-03-10T04:20:48.0000000+00:00,,{'59130623'}
1,-0.18665242195129395,14.106817129651809,1,0.5596357016879855,87818409,{'Notícias'},1,4,"{'contribution', 'instructor', 'schoolhouse', 'England', 'along'}",{'Do Mundo'},14,{'https://t.co/jg7sfhcsyk'},0.20713493384542783,8,0,1369611245616250880,2021-03-10T11:29:01.0000000+00:00,,
1,-0.21319043636322021,98.49450344762307,14,0.5596277529005104,14293310,{'Notícias'},4,36,"{'authorisation', 'vaccinum'}",{'Do Mundo'},136,{'https://t.co/jodcg5lkmu'},0,82,0,1369430816389033988,2021-03-09T23:32:04.0000000+00:00,,
1,-0.25130724906921387,475.76924247324365,184,0.5595951217313826,1367531,{'Notícias'},18,76,"{'abstract', 'consultation', 'meghan', 'oprah', 'thunderclap', 'prince', 'provoke'}",{'Do Mundo'},765,{'https://t.co/nj4nhycilx'},0.2026263663705222,487,0,1368685627303223297,2021-03-07T22:10:57.0000000+00:00,,
1,-0.21742212772369385,172.446678833412,24,0.5596254344922822,28785486,{'Notícias'},3,50,"{'attorney', 'lawsuit', 'erstwhile', 'pres', 'retaliation', 'sociable', 'allegedly', 'chirrup', 'aside'}",{'Do Mundo'},247,{'https://t.co/jdou4vmvik'},0.14662572669371188,170,0,1369377514930507782,2021-03-09T20:00:16.0000000+00:00,,
1,-0.22465622425079346,27.545975749918068,7,0.5596281378857543,87818409,{'Notícias'},4,6,"{'passenger', 'along', 'responsibility'}",{'Do Mundo'},38,{'https://t.co/pkleybkqgr'},0.22191970303782263,21,0,1369438777127624709,2021-03-10T00:03:42.0000000+00:00,,
0,0,3.3520202877903236,0,0.5583788419312417,1038082275689340928,{'Entretenimento'},0,0,,{'Séries de TV'},6,,0,6,0,1339526482142654466,2020-12-17T11:02:55.0000000+00:00,,"{'999720386014019584', '791651689036075008'}"
1,-0.2430257797241211,8797.554885617063,158,0.5578592817790392,715177919438577664,{'Entretenimento'},1382,1748,"{'efflorescence', 'participation', 'multifariousness', 'everything', 'fifteenth', 'November'}",{'Séries de TV'},14014,{'https://t.co/em8q6qgac7'},0.1795306589672365,10726,0,1326208392923410432,2020-11-10T17:01:35.0000000+00:00,,
0,0,15.0956720024666,1,0.559079580534056,273181052,{'Entretenimento'},0,1,,{'Séries de TV'},26,,0,24,0,1356659266732650498,2021-02-02T17:42:29.0000000+00:00,,{'1171155332917321730'}
1,-0.20303040742874146,4.473417901661894,0,0.5591118179298639,273181052,{'Entretenimento'},0,0,{'peradventure'},{'Séries de TV'},6,,0,6,0,1357425371721965589,2021-02-04T20:26:43.0000000+00:00,,"{'1171155332917321730', '1682061769'}"
1,-0.16280171275138855,119.54244148876975,8,0.556005229975726,2412917082,{'Entretenimento'},4,30,"{'eyeball', 'repast'}",{'Séries de TV'},181,{'https://t.co/zq7dlaiznw'},0,139,0,1274054340517527552,2020-06-19T19:00:00.0000000+00:00,,
1,-0.21165421605110168,7347.038676573531,122,0.5593400049675934,1288485038,{'Entretenimento'},328,946,"{'receive', 'substantiate', 'byrne'}",{'Séries de TV'},12183,{'https://t.co/pgvxh3mhqj'},0.1779859884640966,10787,0,1362794394848538628,2021-02-19T16:01:17.0000000+00:00,{'peakyblinders'},
1,-0.21071287989616394,13552.219454255799,214,0.5591248942274909,1288485038,{'Entretenimento'},637,2302,"{'byrne', 'aside', 'photograph'}",{'Séries de TV'},21930,{'https://t.co/7kywso9jit'},0.2541730258936733,18777,0,1357736029067874305,2021-02-05T17:01:09.0000000+00:00,{'peakyblinders'},
1,-0.23674249649047852,12.462654491537284,0,0.5595481046847841,1232061287301074945,{'Entretenimento'},0,0,{'intense'},{'Séries de TV'},20,,0.25969799324016246,20,0,1367608643596783616,2021-03-04T22:51:24.0000000+00:00,,{'1331024358656061442'}
1,-0.20297130942344666,100.72699122583717,3,0.5595943464254172,14800270,{'Notícias'},6,37,"{'pallidness', 'appraise', 'employee', 'hypothecate', 'evaluation'}",{'Negócios'},136,{'https://t.co/rjqjzjnevt'},0,90,0,1368667864803213318,2021-03-07T21:00:22.0000000+00:00,,
0.6666666666666666,-0.17166268825531006,2548.94132070051,33,0.5596030901411739,715177919438577664,{'Entretenimento'},85,489,"{'congratulation', 'emma', 'corrin', 'everyone', 'necessitate', 'advantageously', 'actress', 'gillian'}",{'Séries de TV'},4056,{'https://t.co/0xbr8pbcaq'},0.2177919203087494,3449,0,1368867018854830081,2021-03-08T10:11:44.0000000+00:00,,{'83266010'}
1,-0.17277374863624573,3511.0067971557864,161,0.5587934698169819,79293791,{'Música'},27,345,"{'vogue', 'originative', 'photographic', 'channelize', 'manicure', 'montage', 'writer'}",{'Pop'},5926,,0.18241894024309024,5393,0,1349775316366090242,2021-01-14T17:48:07.0000000+00:00,"{'zorasimpsoncasebere', 'gracerkim', 'lornasimpson', 'mariasalandra'}","{'57227772', '1116089461480153088', '925391732753223681', '704881118000971777', '24734713'}"
1,-0.14892175793647766,19949.495954393726,340,0.5543040920044925,180463340,{'Entretenimento'},389,3071,"{'congratulation', 'twelvemonth', 'dinklage', 'neighborhood', 'oustanding', 'aside'}",{'Séries de TV'},32909,{'https://t.co/zdkvbyjtpr'},0.1616223411205797,29109,0,1219085119971000320,2020-01-20T02:31:56.0000000+00:00,"{'gameofthrones', 'sagawards'}",
1,-0.1787678301334381,26.919881536481867,1,0.5583934824848756,1038082275689340928,{'Entretenimento'},1,1,"{'improving', 'claus'}",{'Séries de TV'},44,,0.2063904733987656,41,0,1339894034781880323,2020-12-18T11:23:26.0000000+00:00,,{'1323604582543597571'}
1,-0.10709664225578308,38.14150943185405,5,0.5595739029317233,16184358,{'Notícias'},6,7,"{'would', 'potentially', 'officially', 'substantiate', 'hypothecate', 'chirrup', 'along', 'squeeze', 'counterbalance', 'alternative', 'station'}",{'Negócios'},48,{'https://t.co/dt9kydc2kw'},0.1616872590063271,30,0,1368199950169997314,2021-03-06T14:01:02.0000000+00:00,,
1,-0.013818860054016113,40.93346932474827,4,0.559633438122874,34713362,{'Notícias'},2,13,"{'bloomberg', 'obliquely', 'subsequently', 'approximately', 'powerful', 'February', 'lackluster', 'treaty', 'galvanize'}",{'Negócios'},49,{'https://t.co/qfjduxwlei'},0.1433481118844941,30,0,1369559926629167104,2021-03-10T08:05:06.0000000+00:00,,
1,-0.19056785106658936,33779.28773807466,917,0.5538751214107941,180463340,{'Entretenimento'},2030,5173,"{'congratulation', 'twelvemonth', 'along', 'advantageously', 'harington', 'endorsement'}",{'Séries de TV'},55805,{'https://t.co/9ut4fqemm9'},0.18707283470191163,47685,0,1204026434739691520,2019-12-09T13:14:06.0000000+00:00,{'goldenglobes'},
1,-0.2603916823863983,21.35221911121909,1,0.5596346188960563,34713362,{'Notícias'},0,5,"{'storehouse', 'broaden', 'terminated', 'app', 'competitiveness', 'lawsuit', 'google', 'perpetration'}",{'Negócios'},23,{'https://t.co/beiso7dyhi'},0.153846179584332,17,0,1369586848163586051,2021-03-10T09:52:04.0000000+00:00,,
0.9285714285714286,-0.13402551412582397,17.996448257914768,2,0.5596272349112678,15110357,{'Notícias'},0,3,"{'contribution', 'exploit', 'improving', 'stockholder', 'gamestop', 'ryan', 'subsequently', 'undertaking', 'substantiate', 'chewy', 'endorsement', 'cohen', 'phallus'}",{'Negócios'},13,"{'https://t.co/pimomfja4s', 'https://t.co/gjznmyvs5z'}",0.22934818533214277,8,0,1369418972509179912,2021-03-09T22:45:00.0000000+00:00,,
0,0,217.7776796871095,21,0.5583998266288275,1038082275689340928,{'Entretenimento'},5,10,,{'Séries de TV'},380,,0,344,0,1340053176150614025,2020-12-18T21:55:48.0000000+00:00,,{'853075242'}
1,-0.23495584726333618,17559.64042433569,334,0.5536841838385648,180463340,{'Entretenimento'},585,3140,"{'hither', 'opthalmic', 'congratulation', 'advantageously', 'medicine', 'substantiate', 'along', 'soundtrack'}",{'Séries de TV'},28562,{'https://t.co/k4vrcu3ghh'},0.17722232004264388,24503,0,1197158580333535232,2019-11-20T14:23:42.0000000+00:00,"{'grammys', 'gameofthrones'}",{'728662277696552960'}
1,-0.20039865374565125,10.726322814487986,0,0.5596225412451679,2735591,{'Notícias'},0,1,"{'experience', 'become', 'revolutionise', 'international', 'traveller', 'alternative'}",{'Negócios'},9,{'https://t.co/levrc9ebvq'},0.16705939406191106,8,0,1369311531360518146,2021-03-09T15:38:04.0000000+00:00,{'fcmostinnovative'},{'1581318708'}
0,0,57387.9186795958,2468,0.5593095628175904,34507480,{'Música'},5203,12043,,{'Pop'},90561,{'https://t.co/xv2uu0fzkv'},0,70847,0,1362083047785439239,2021-02-17T16:54:39.0000000+00:00,,
0.9090909090909091,-0.14600300788879395,93212.64841831617,1038,0.5582794670426955,17919972,{'Música'},2624,9658,"{'dessner', 'newfangled', 'receive', 'longtime', 'approximately', 'vernon', 'antonoff', 'seafarer', 'kitchen', 'justin'}",{'Pop'},157295,,0.14429154038469902,143975,0,1337020338916499463,2020-12-10T13:04:24.0000000+00:00,,
1,-0.21004080772399902,7.385339043689812,0,0.5596266647212228,2735591,{'Notícias'},0,0,"{'prognostication', 'subsequently', 'retail', 'pandemic', 'along'}",{'Negócios'},4,"{'https://t.co/gttop5shtr', 'https://t.co/12eyt04qjm'}",0.19689568250101666,4,0,1369405604595400711,2021-03-09T21:51:53.0000000+00:00,{'fcmostinnovative'},{'16271952'}
1,-0.11324316263198853,8005.699666619467,563,0.5580728848783839,17919972,{'Música'},97,931,"{'wowwwwww', 'corresponding'}",{'Pop'},13410,,0.1764451760379412,11819,0,1331748997124534274,2020-11-25T23:57:58.0000000+00:00,{'folkloreondisneyplus'},"{'788364008915083264', '1121571811915911171', '80144576'}"
1,-0.18033680319786072,10.07320008532929,0,0.5596219865082,2735591,{'Notícias'},0,3,"{'include', 'nowadays'}",{'Negócios'},9,"{'https://t.co/11bhhokkey', 'https://t.co/vigei2qsiw'}",0,6,0,1369298875719311360,2021-03-09T14:47:46.0000000+00:00,{'fcmostinnovative'},"{'27384718', '22532755', '38985282', '230287527', '376502929', '15140962', '17136315', '16271952', '14445453'}"
0,0,1885.0046577298465,363,0.5590170364614898,23375688,{'Música'},48,281,,{'Pop'},3091,,0,2399,0,1355167587638906880,2021-01-29T14:55:05.0000000+00:00,,"{'3286004797', '1227776432480407552'}"
1,-0.15277552604675293,18199.709154535485,219,0.5566834593780454,79293791,{'Música'},93,5907,{'sadalsuud'},{'Pop'},26779,"{'https://t.co/tbxp33fi1d', 'https://t.co/nkreat4gag', 'https://t.co/lkxdwrtsdn', 'https://t.co/j7l2pinsgy', 'https://t.co/myctxrkbl6'}",0.0922356180913893,20560,0,1294010972055592962,2020-08-13T20:40:31.0000000+00:00,,"{'1250391570110709762', '14055301', '16043238'}"
1,-0.1654532551765442,77404.50980084931,2041,0.5582795621464807,17919972,{'Música'},1841,8165,"{'youtube', 'premiere', 'resolution', 'blackguard', 'approximately', 'midnight'}",{'Pop'},130476,,0.2138492795692188,118429,0,1337022746824499203,2020-12-10T13:13:58.0000000+00:00,,
1,-0.20909202098846436,2789.327680738832,221,0.558947592661887,23375688,{'Música'},45,349,"{'substantiate', 'talented'}",{'Pop'},4638,,0.3220024178194947,4023,0,1353502767352926208,2021-01-25T00:39:41.0000000+00:00,,"{'3286004797', '757660068489924608'}"
0.9375,-0.21790724992752075,74033.96127895347,2781,0.5588819258076854,14230524,{'Música'},475,8208,"{'intention', 'testament', 'passionate', 'unrecorded', 'pennywhistle', 'respectfully', 'completely', 'notification', 'lovingly', 'along', 'substantiate', 'affectionateness', 'doddering', 'workplace', 'gentlewoman'}",{'Pop'},124244,,0.12867406935191966,112780,0,1351920546011893761,2021-01-20T15:52:30.0000000+00:00,,
1,-0.19472303986549377,77015.43219962646,1962,0.5594529422476414,14230524,{'Música'},337,10398,"{'remuneration', 'ryan', 'competitiveness', 'substantiate', 'Lapplander', 'inadvertently'}",{'Pop'},127257,,0.12148300946020944,114560,0,1365416645624143873,2021-02-26T21:41:11.0000000+00:00,,
1,-0.14588546752929688,45513.055004503374,2781,0.558297001938499,17919972,{'Música'},2813,5177,"{'pullulate', 'sympathize', 'unbelievable', 'substantiate', 'squeamish', 'affectionateness', 'confetti'}",{'Pop'},76336,,0.14226722664706332,65565,0,1337463904566456320,2020-12-11T18:26:58.0000000+00:00,,{'40981798'}
0.8333333333333334,0.0119057297706604,10385.207183676637,880,0.5580727141515966,17919972,{'Música'},370,1326,"{'perpetually', 'peculiar', 'completely', 'yeah', 'advantageously', 'approximately', 'substantiate', 'wonderment', 'endorsement', 'seafarer'}",{'Pop'},17271,,0.1422653176189824,14695,0,1331744604891344896,2020-11-25T23:40:31.0000000+00:00,{'folkloreondisneyplus'},"{'1183816599595298816', '80144576'}"
0.875,-0.1560315191745758,1692.4404501847732,42,0.5591097229311631,25365536,{'Música'},10,126,"{'lusterlessness', '12pm', 'solicitation', 'mauve', 'beloved', 'exclusively', 'Friday'}",{'Pop'},2890,"{'https://t.co/dfrkfpnba2', 'https://t.co/7ejlehwp12'}",0.153846179584332,2712,0,1357375687967997959,2021-02-04T17:09:17.0000000+00:00,{'kkwbeauty'},
1,-0.19266045093536377,7700.873802344679,1335,0.5591717111554099,34507480,{'Música'},450,1013,{'surprisal'},{'Pop'},12757,,0,9959,0,1358843515149504514,2021-02-08T18:21:54.0000000+00:00,,"{'1196097742478757893', '304533565'}"
1,-0.14807140827178955,101.7767944512599,11,0.5592131261035892,621583,{'Notícias'},27,32,"{'bathroom', 'shimmer', 'scientist', 'schnozzle'}",{'Tecnologia'},144,{'https://t.co/zwfrckiijj'},0,74,0,1359820217090768896,2021-02-11T11:02:58.0000000+00:00,,
1,-0.19686445593833923,8.47083717619866,0,0.5594338141880526,14434070,{'Notícias'},0,0,"{'profoundly', 'cryptocurrency', 'conceive', 'transformation', 'Michael', 'incorporated', 'saylor', 'microstrategy', 'recommend', 'former', 'bitcoin'}",{'Tecnologia'},2,{'https://t.co/dwsd7ytxjg'},0.14178724115260263,2,0,1364974104491798530,2021-02-25T16:22:41.0000000+00:00,,
1,-0.11464408040046692,16.559878536674546,0,0.5485787555816201,42703075,{'Notícias'},2,9,"{'monumental', 'newfangled', 'wealthiness', 'apps'}",{'Tecnologia'},15,{'https://t.co/0myhbjaj0e'},0.18681528903337963,4,0,969126955193962496,2018-03-01T08:27:26.0000000+00:00,,
1,-0.07868951559066772,8.392993278848083,1,0.5595322593959803,14434070,{'Notícias'},0,2,"{'professional', 'hither', 'endorsement', 'experimentation', 'understate'}",{'Tecnologia'},6,{'https://t.co/huxcgqzr1b'},0,3,0,1367244704526393349,2021-03-03T22:45:14.0000000+00:00,,{'14366976'}
1,-0.2088862657546997,28.615180387466058,1,0.5596239000602642,15808647,{'Notícias'},2,8,"{'contribute', 'contestation', 'accuracy', 'breakthrough', 'condition', 'wherefore', 'yearbook', 'testament'}",{'Tecnologia'},33,{'https://t.co/ifpex1gqq7'},0.13283876754243995,22,0,1369342862656221187,2021-03-09T17:42:34.0000000+00:00,,
1,-0.2943759858608246,32.02699623302479,1,0.5593853641360513,621583,{'Notícias'},5,12,"{'livestream', 'populace', 'subsequently', 'schoolhouse', 'integral', 'inadvertent'}",{'Tecnologia'},37,{'https://t.co/suwgdpx47t'},0.2538946927732447,19,0,1363849575279316998,2021-02-22T13:54:12.0000000+00:00,,
1,-0.18311232328414917,24.166147412973377,0,0.5594617295279019,7905122,{'Notícias'},0,8,"{'could', 'facebook'}",{'Tecnologia'},31,{'https://t.co/vjeatx8n7p'},0.19534855056218978,23,0,1365618942501285888,2021-02-27T11:05:02.0000000+00:00,,
1,-0.09380725026130676,6.1539725940623375,0,0.5594512006830876,14434070,{'Notícias'},0,0,"{'newfangled', 'teemingness', 'advantageously', 'substantiate', 'along', 'affair', 'merely'}",{'Tecnologia'},2,{'https://t.co/w2zvvbct2q'},0,2,0,1365376371376205838,2021-02-26T19:01:09.0000000+00:00,,{'14115912'}
1,-0.14735543727874756,10.732150715253093,0,0.5596076819746089,25562270,{'Notícias'},1,4,"{'improving', 'newfangled', 'malala'}",{'Tecnologia'},9,"{'https://t.co/t2cgpxvsat', 'https://t.co/8sn2lkwf1e'}",0.1779859884640966,4,0,1368972324301602816,2021-03-08T17:10:11.0000000+00:00,,
1,-0.180402934551239,13.584228150836882,0,0.5596075427413565,14885549,{'Notícias'},0,2,"{'newfangled', 'consultation', 'hebdomadally', 'exclusive', 'newsletter', 'improving', 'penetration', 'speculation', 'signboard', 'Midas', 'inauguration', 'aside'}",{'Tecnologia'},8,{'https://t.co/rfytkfpmwb'},0.27455580271027297,6,0,1368969473651261440,2021-03-08T16:58:51.0000000+00:00,,"{'23409407', '4885952657'}"
1,-0.13057634234428406,1127.0602728383915,41,0.5596127400126596,24742040,{'Entretenimento'},0,43,"{'survive', 'pleasantness', 'reasonably'}",{'Games'},1967,,0,1883,0,1369087867939659782,2021-03-09T00:49:18.0000000+00:00,,{'425871040'}
1,-0.1580582857131958,262.5362374849607,5,0.5595754253577362,773069256,{'Esportes'},2,37,"{'liveticker', 'läuft', 'fcb', 'nichts', 'webradio', 'mehr', 'toralarm', 'app', 'countdown', 'verpassen'}",{'UEFA Futebol'},416,"{'https://t.co/ayyuqz4c2y', 'https://t.co/tapt3gmwc8'}",0.16991529746077025,372,0,1368234120082554894,2021-03-06T16:16:49.0000000+00:00,"{'packmas', 'miasanmia', 'fcbbvb'}",
1,-0.1616165041923523,3605.974512459957,182,0.5595864767343366,558797310,{'Esportes'},82,618,{'crossways'},{'UEFA Futebol'},5820,{'https://t.co/vwax6f8vij'},0,4938,0,1368487188724350976,2021-03-07T09:02:25.0000000+00:00,"{'mcimun', 'webringtheworldtogether', 'mufc'}",{'1552819440'}
1,-0.16508561372756958,8709.694039791539,151,0.5595592125285915,34613288,{'Esportes'},49,816,"{'hither', 'weekend'}",{'UEFA Futebol'},14744,{'https://t.co/7006gpdfhf'},0.2762645695949752,13728,0,1367862841907294209,2021-03-05T15:41:29.0000000+00:00,{'burars'},
1,-0.2239220142364502,1080.6245893147652,41,0.559572806196156,34613288,{'Esportes'},10,127,"{'Emile', 'excessively', 'non', 'approximately', 'substantiate', 'noneffervescent', 'hopefully', 'workweek', 'uncomfortableness'}",{'UEFA Futebol'},1792,{'https://t.co/ibqptdxz4i'},0.1593897031301471,1614,0,1368174374247923712,2021-03-06T12:19:24.0000000+00:00,{'burars'},
1,-0.2133636772632599,1430.3049475599228,35,0.5595871037345314,34613288,{'Esportes'},2,117,"{'advantageously', 'circumstances', 'nowadays'}",{'UEFA Futebol'},2434,{'https://t.co/sndybyki8n'},0,2280,0,1368501683219693570,2021-03-07T10:00:01.0000000+00:00,,"{'727759996822392832', '256551011'}"
0,0,3402.3236909087077,72,0.5595928493095331,96951800,{'Esportes'},54,369,,{'UEFA Futebol'},5710,{'https://t.co/nffaxedpuy'},0,5215,0,1368632782042333188,2021-03-07T18:40:57.0000000+00:00,,"{'1026469052515065856', '869855519435091968'}"
1,-0.16415411233901978,12.405021360486607,0,0.5594020280006805,14434070,{'Notícias'},2,2,"{'straightaway', 'unrecorded', 'become', 'progressively', 'many', 'already', 'individualize', 'hypothecate', 'artificial', 'merely', 'testament'}",{'Tecnologia'},7,{'https://t.co/xwrd5zkzwn'},0.17548624036839008,3,0,1364237278516830212,2021-02-23T15:34:48.0000000+00:00,,
0.9166666666666666,-0.15753114223480225,624.1079103184176,20,0.5595879048191772,773069256,{'Esportes'},3,45,"{'sich', 'linken', 'eine', 'chapeau', 'im', 'innenverteidiger', 'knie', 'zugezogen', 'kapselzerrung', 'bei', 'entwarnung'}",{'UEFA Futebol'},1056,{'https://t.co/c7skpt4try'},0.3819707233886551,988,0,1368519774955798529,2021-03-07T11:11:54.0000000+00:00,{'fcbbvb'},{'493278212'}
1,-0.2266421616077423,27.419415616538043,6,0.5595746212966001,2941994339,{'Esportes'},0,1,{'prognostication'},{'UEFA Futebol'},43,,0,36,0,1368216046616768513,2021-03-06T15:05:00.0000000+00:00,"{'elchesevillafc', 'neversurrender', 'wearesevilla'}",
1,-0.14366722106933594,68.39716763288784,1,0.5596059059254057,1638021792,{'Esportes'},0,4,"{'presser', 'completely'}",{'UEFA Futebol'},113,,0.2235062506454222,108,0,1368932010971004931,2021-03-08T14:29:59.0000000+00:00,"{'juveucl', 'juvefcp'}",
1,-0.2119884192943573,3076.8893695420475,12,0.5596049507267769,96951800,{'Esportes'},1,155,"{'estadi', 'cruyff', 'johan'}",{'UEFA Futebol'},5338,{'https://t.co/ohtmoplepj'},0.32555708674977907,5170,0,1368909409775149064,2021-03-08T13:00:11.0000000+00:00,,
0,0,474.4917425070956,3,0.5595417831577582,34613288,{'Esportes'},1,26,,{'UEFA Futebol'},822,,0,792,0,1367462925250818061,2021-03-04T13:12:22.0000000+00:00,,"{'793861356', '543582873', '61288678', '22185437'}"
0,0,418.16686560149213,107,0.5582912645488156,821102114,{'Entretenimento'},3,1,,{'Games'},748,,0,637,0,1337318168277241857,2020-12-11T08:47:52.0000000+00:00,,"{'534903006', '805433768915959808', '1171755060'}"
1,-0.14372289180755615,14.150624370688012,1,0.5596236697873727,24742040,{'Entretenimento'},0,0,"{'unquestionably', 'substantiate', 'employee'}",{'Games'},21,,0.2855815033388837,20,0,1369337343270862853,2021-03-09T17:20:38.0000000+00:00,,{'23421193'}
1,-0.2056196928024292,74.81391913237101,7,0.558262768808569,821102114,{'Entretenimento'},0,0,"{'identical', 'substantiate', 'stimulate', 'necessitate'}",{'Games'},129,,0,122,0,1336596712857743361,2020-12-09T09:01:03.0000000+00:00,,"{'1262507858605805569', '44099213', '1282422679237271553'}"
0,0,43635.62540732772,1538,0.559595880060528,100220864,{'Música'},5715,8973,,{'Pop'},69002,{'https://t.co/ze5nuzqnvi'},0,52776,0,1368703131652005888,2021-03-07T23:20:30.0000000+00:00,{'letsilksonicthrive'},{'17243213'}
1,-0.15540644526481628,570.0786985110948,25,0.5593723979376904,314792669,{'Música'},3,94,"{'concert', 'tintinnabulation', 'experience', 'incorrect', 'midsection', 'rarefied', '1969', 'allude', 'phallus'}",{'Rock'},914,{'https://t.co/1qa0ylwk50'},0.1394380192296737,792,0,1363548342832218116,2021-02-21T17:57:13.0000000+00:00,,
0,0,198218.09429659258,10665,0.5592478587325556,34507480,{'Música'},2714,25827,,{'Pop'},328608,"{'https://t.co/tlhkilrevo', 'https://t.co/888myijbnp'}",0,289402,0,1360637255132434433,2021-02-13T17:09:35.0000000+00:00,,
0,0,210755.14943043538,19609,0.5592192309297999,34507480,{'Música'},5034,28670,,{'Pop'},348202,{'https://t.co/yswbhbwvbd'},0,294889,0,1359964129532862464,2021-02-11T20:34:50.0000000+00:00,{'3435remixvideo'},
0.9166666666666666,-0.10334950685501099,182736.81784117912,7258,0.5587923278105205,14230524,{'Música'},4546,24743,"{'January', 'profoundly', 'historical', 'pennywhistle', 'internal', 'pureness', 'anthem', 'substantiate', 'celebrate', 'along', 'inauguration'}",{'Pop'},302265,{'https://t.co/mfgcg3j4aa'},0.15250609032507118,265718,0,1349748316901310464,2021-01-14T16:00:50.0000000+00:00,,"{'1333168873860984832', '30354991', '939091'}"
0,0,58041.48440887069,2995,0.5567793853800177,100220864,{'Música'},1188,6757,,{'Pop'},97488,,0,86548,0,1296750375114964992,2020-08-21T10:05:56.0000000+00:00,,
0.6,-0.16678979992866516,100919.44806854067,5151,0.5582883832277592,17919972,{'Música'},3760,16260,"{'resolution', 'approximately', 'premiere'}",{'Pop'},164499,"{'https://t.co/hlenrdk21i', 'https://t.co/llb1il2bql'}",0.12147833129561927,139328,0,1337245958787244033,2020-12-11T04:00:56.0000000+00:00,{'willowmusicvideo'},
0,0,2063.144204861549,99,0.5592692829899933,21447363,{'Música'},7,236,,{'Pop'},3451,{'https://t.co/tjoazhctg0'},0,3109,0,1361140319002103813,2021-02-15T02:28:35.0000000+00:00,{'americanidol'},
1,-0.07408252358436584,395.18847125048,18,0.5596130699629498,18228898,{'Música'},2,42,"{'caption', 'bathroom', 'postponement', 'receive', 'lesson', 'springiness', 'thymine', 'workplace'}",{'Pop'},655,,0.18125733334112987,593,0,1369095591607865347,2021-03-09T01:20:00.0000000+00:00,,"{'28208983', '4194500772', '14920785'}"
1,-0.11977317929267883,2108.4082983861363,137,0.559377770558737,21447363,{'Música'},16,255,"{'pappa', 'whatsoever', 'advantageously', 'thymine', 'jocularity', 'halp'}",{'Pop'},3505,{'https://t.co/ryybrkx6v2'},0.2031923321053491,3097,0,1363673526096470017,2021-02-22T02:14:39.0000000+00:00,{'americanidol'},{'17074714'}
1,-0.22149300575256348,2056.7799691673385,211,0.5594426202984107,100220864,{'Música'},76,274,{'andyyyyyyyyy'},{'Pop'},3400,,0.4494364165239821,2839,0,1365178104310763520,2021-02-26T05:53:18.0000000+00:00,,"{'21771224', '97737655'}"
0,0,219748.31422651975,7119,0.5577072307843816,14230524,{'Música'},29107,59667,,{'Pop'},334352,"{'https://t.co/unjekocx1v', 'https://t.co/ph2ifxnoee'}",0,238459,0,1322209256611852294,2020-10-30T16:10:26.0000000+00:00,,
0.8,-0.04937756061553955,25421.936347596707,1325,0.5575863711132147,14230524,{'Música'},780,4059,"{'attorney', 'protect', 'crossways', 'contribution', 'improving', 'delight', 'highlighting', 'signboard', 'deploy', 'elector', 'substantiate', 'importance'}",{'Pop'},41520,{'https://t.co/tqpenn91yn'},0.10579704545075606,35356,0,1318996052049973248,2020-10-21T19:22:19.0000000+00:00,,{'849722985153912832'}
0.75,-0.18695062398910522,148293.74344952172,9708,0.5589957431732595,17919972,{'Música'},3505,22633,"{'chapter', 'straightaway', 'substantiate'}",{'Pop'},242647,"{'https://t.co/krn2qt4oox', 'https://t.co/pucyqgu5sg'}",0.16589699392160429,206801,0,1354658220585922565,2021-01-28T05:11:02.0000000+00:00,,
0,0,15220.435929197723,328,0.555814292265283,100220864,{'Música'},136,3640,,{'Pop'},23743,{'https://t.co/tubttsmdfl'},0,19639,0,1268243264156524544,2020-06-03T18:08:51.0000000+00:00,,
0,0,1703.8647002005048,95,0.5593778333302665,21447363,{'Música'},8,180,,{'Pop'},2865,,0,2582,0,1363674987626856448,2021-02-22T02:20:27.0000000+00:00,{'americanidol'},{'1334734095616626690'}
0.8888888888888888,-0.1268700361251831,737.403665145,0,0.5581883757356705,26565946,{'Música'},0,656,"{'concert', 'overspill', 'Thursday', 'substantiate', 'rt', 'server', 'practical', 'aside'}",{'Pop'},656,,0.17661258573780877,0,0,1334706123971162115,2020-12-04T03:48:32.0000000+00:00,,"{'205302299', '879771304316071938'}"
1,-0.1377735435962677,95371.67347072987,4907,0.558189091457147,34507480,{'Música'},3841,17808,"{'straightaway', 'exploit', 'unbelievable', 'substantiate', 'foresightful', 'aside', 'soundbox', 'remix'}",{'Pop'},153040,"{'https://t.co/wanmfndcic', 'https://t.co/ruqukmy4j0'}",0.1476714639511195,126484,0,1334724211689074688,2020-12-04T05:00:24.0000000+00:00,,"{'19248106', '33990291'}"
